1.168701e+03  1.664807e-01
1.108392e+03  9.433318e-02
1.051194e+03  5.027103e-02
9.969484e+02  2.323726e-02
9.455018e+02  2.541778e-03
8.967101e+02  1.096642e-52
8.504363e+02  1.264797e-52
8.065503e+02  1.425261e-52
7.649291e+02  1.640195e-52
7.254557e+02  1.845030e-52
6.880192e+02  2.117927e-52
6.525147e+02  2.377612e-52
6.188423e+02  2.721430e-52
5.869075e+02  3.048085e-52
5.566207e+02  3.477512e-52
5.278969e+02  3.884893e-52
5.006553e+02  4.334877e-52
4.748194e+02  4.919758e-52
4.503168e+02  5.473727e-52
4.270787e+02  6.187671e-52
4.050397e+02  6.863559e-52
3.841380e+02  7.727108e-52
3.643149e+02  8.213819e-52
3.455148e+02  8.660749e-52
